2025-11-23	gcp76x	t	12	2025-11-23 12:00:00 UTC	8.65
2025-11-23	gcp76x	t	11	2025-11-23 11:00:00 UTC	8.53
2025-11-23	gcp76x	t	10	2025-11-23 10:00:00 UTC	7.87
2025-11-23	gcp76x	t	9	2025-11-23 09:00:00 UTC	8.38
2025-11-23	gcp76x	t	8	2025-11-23 08:00:00 UTC	9.48
2025-11-23	gcp76x	t	7	2025-11-23 07:00:00 UTC	9.71
2025-11-23	gcp76x	t	6	2025-11-23 06:00:00 UTC	8.58
2025-11-23	gcp76x	t	5	2025-11-23 05:00:00 UTC	7.43
2025-11-23	gcp76x	t	4	2025-11-23 04:00:00 UTC	6.01
2025-11-23	gcp76x	t	3	2025-11-23 03:00:00 UTC	5.83
2025-11-23	gcp76x	t	2	2025-11-23 02:00:00 UTC	5.24
2025-11-23	gcp76x	t	1	2025-11-23 01:00:00 UTC	5.21
2025-11-23	gcp76x	t	0	2025-11-23 00:00:00 UTC	5.9
2025-11-22	gcp76x	t	23	2025-11-22 23:00:00 UTC	6.78
2025-11-22	gcp76x	t	22	2025-11-22 22:00:00 UTC	7.02
2025-11-22	gcp76x	t	21	2025-11-22 21:00:00 UTC	7.1
2025-11-22	gcp76x	t	20	2025-11-22 20:00:00 UTC	7.19
2025-11-22	gcp76x	t	19	2025-11-22 19:00:00 UTC	7.18
2025-11-22	gcp76x	t	18	2025-11-22 18:00:00 UTC	7.41
2025-11-22	gcp76x	t	17	2025-11-22 17:00:00 UTC	7.26
2025-11-22	gcp76x	t	16	2025-11-22 16:00:00 UTC	7.27
2025-11-22	gcp76x	t	15	2025-11-22 15:00:00 UTC	7.01
2025-11-22	gcp76x	t	14	2025-11-22 14:00:00 UTC	6.84
2025-11-22	gcp76x	t	13	2025-11-22 13:00:00 UTC	6.65
2025-11-22	gcp76x	t	12	2025-11-22 12:00:00 UTC	6.84
2025-11-22	gcp76x	t	11	2025-11-22 11:00:00 UTC	6.96
2025-11-22	gcp76x	t	10	2025-11-22 10:00:00 UTC	7.03
2025-11-22	gcp76x	t	9	2025-11-22 09:00:00 UTC	6.54
2025-11-22	gcp76x	t	8	2025-11-22 08:00:00 UTC	6.51
2025-11-22	gcp76x	t	7	2025-11-22 07:00:00 UTC	6.12
2025-11-22	gcp76x	t	6	2025-11-22 06:00:00 UTC	5.57
2025-11-22	gcp76x	t	5	2025-11-22 05:00:00 UTC	5.36
2025-11-22	gcp76x	t	4	2025-11-22 04:00:00 UTC	4.46
2025-11-22	gcp76x	t	3	2025-11-22 03:00:00 UTC	3.44
2025-11-22	gcp76x	t	2	2025-11-22 02:00:00 UTC	3.02
2025-11-22	gcp76x	t	1	2025-11-22 01:00:00 UTC	2.71
