2025-04-10	ODIHAM	dp	8	2025-04-10 08:30:00 UTC	2.7
2025-04-10	ODIHAM	dp	9	2025-04-10 09:30:00 UTC	2.7
2025-04-10	ODIHAM	dp	10	2025-04-10 10:30:00 UTC	2.7
2025-04-10	ODIHAM	dp	11	2025-04-10 11:30:00 UTC	3.3
2025-04-10	ODIHAM	dp	12	2025-04-10 12:30:00 UTC	3.7
2025-04-10	ODIHAM	dp	13	2025-04-10 13:30:00 UTC	3.6
2025-04-10	ODIHAM	dp	14	2025-04-10 14:30:00 UTC	3.9
2025-04-10	ODIHAM	dp	15	2025-04-10 15:30:00 UTC	4.0
2025-04-10	ODIHAM	dp	16	2025-04-10 16:30:00 UTC	4.1
2025-04-10	ODIHAM	dp	17	2025-04-10 17:30:00 UTC	3.7
2025-04-10	ODIHAM	dp	18	2025-04-10 18:30:00 UTC	3.9
2025-04-10	ODIHAM	dp	19	2025-04-10 19:30:00 UTC	4.0
2025-04-10	ODIHAM	dp	20	2025-04-10 20:30:00 UTC	3.0
2025-04-10	ODIHAM	dp	21	2025-04-10 21:30:00 UTC	4.8
2025-04-10	ODIHAM	dp	22	2025-04-10 22:30:00 UTC	4.7
2025-04-10	ODIHAM	dp	23	2025-04-10 23:30:00 UTC	4.4
2025-04-11	ODIHAM	dp	0	2025-04-11 00:30:00 UTC	4.5
2025-04-11	ODIHAM	dp	1	2025-04-11 01:30:00 UTC	4.2
2025-04-11	ODIHAM	dp	2	2025-04-11 02:30:00 UTC	2.7
2025-04-11	ODIHAM	dp	3	2025-04-11 03:30:00 UTC	2.1
2025-04-11	ODIHAM	dp	4	2025-04-11 04:30:00 UTC	2.3
2025-04-11	ODIHAM	dp	5	2025-04-11 05:30:00 UTC	3.4
2025-04-11	ODIHAM	dp	6	2025-04-11 06:30:00 UTC	2.9
2025-04-11	ODIHAM	dp	7	2025-04-11 07:30:00 UTC	5.6
2025-04-11	ODIHAM	dp	8	2025-04-11 08:30:00 UTC	5.8
2025-04-11	ODIHAM	dp	9	2025-04-11 09:30:00 UTC	5.5
2025-04-11	ODIHAM	dp	10	2025-04-11 10:30:00 UTC	4.9
2025-04-11	ODIHAM	dp	11	2025-04-11 11:30:00 UTC	4.8
2025-04-11	ODIHAM	dp	12	2025-04-11 12:30:00 UTC	4.3
2025-04-11	ODIHAM	dp	13	2025-04-11 13:30:00 UTC	3.7
2025-04-11	ODIHAM	dp	14	2025-04-11 14:30:00 UTC	4.3
2025-04-11	ODIHAM	dp	15	2025-04-11 15:30:00 UTC	3.1
2025-04-11	ODIHAM	dp	16	2025-04-11 16:30:00 UTC	2.8
2025-04-11	ODIHAM	dp	17	2025-04-11 17:30:00 UTC	7.0
2025-04-11	ODIHAM	dp	18	2025-04-11 18:30:00 UTC	6.9
2025-04-11	ODIHAM	dp	19	2025-04-11 19:30:00 UTC	6.3
2025-04-11	ODIHAM	dp	20	2025-04-11 20:30:00 UTC	4.5
2025-04-11	ODIHAM	dp	21	2025-04-11 21:30:00 UTC	4.1
2025-04-11	ODIHAM	dp	22	2025-04-11 22:30:00 UTC	2.2
2025-04-11	ODIHAM	dp	23	2025-04-11 23:30:00 UTC	2.1
2025-04-12	ODIHAM	dp	0	2025-04-12 00:30:00 UTC	1.1
2025-04-12	ODIHAM	dp	1	2025-04-12 01:30:00 UTC	1.2
2025-04-12	ODIHAM	dp	2	2025-04-12 02:30:00 UTC	1.1
2025-04-12	ODIHAM	dp	3	2025-04-12 03:30:00 UTC	0.7
2025-04-12	ODIHAM	dp	4	2025-04-12 04:30:00 UTC	1.5
2025-04-12	ODIHAM	dp	5	2025-04-12 05:30:00 UTC	2.0
2025-04-12	ODIHAM	dp	6	2025-04-12 06:30:00 UTC	2.4
2025-04-12	ODIHAM	dp	7	2025-04-12 07:30:00 UTC	3.8
2025-04-12	ODIHAM	dp	8	2025-04-12 08:30:00 UTC	4.7
2025-04-12	ODIHAM	dp	9	2025-04-12 09:30:00 UTC	5.6
2025-04-12	ODIHAM	dp	10	2025-04-12 10:30:00 UTC	6.0
2025-04-12	ODIHAM	dp	11	2025-04-12 11:30:00 UTC	4.6
2025-04-12	ODIHAM	dp	12	2025-04-12 12:30:00 UTC	3.4
2025-04-12	ODIHAM	dp	13	2025-04-12 13:30:00 UTC	4.5
2025-04-12	ODIHAM	dp	14	2025-04-12 14:30:00 UTC	4.1
2025-04-12	ODIHAM	dp	15	2025-04-12 15:30:00 UTC	3.8
2025-04-12	ODIHAM	dp	16	2025-04-12 16:30:00 UTC	4.4
2025-04-12	ODIHAM	dp	17	2025-04-12 17:30:00 UTC	3.5
2025-04-12	ODIHAM	dp	18	2025-04-12 18:30:00 UTC	3.6
2025-04-12	ODIHAM	dp	19	2025-04-12 19:30:00 UTC	5.4
2025-04-12	ODIHAM	dp	20	2025-04-12 20:30:00 UTC	5.8
2025-04-12	ODIHAM	dp	21	2025-04-12 21:30:00 UTC	6.1
2025-04-12	ODIHAM	dp	22	2025-04-12 22:30:00 UTC	7.1
2025-04-12	ODIHAM	dp	23	2025-04-12 23:30:00 UTC	7.0
2025-04-13	ODIHAM	dp	0	2025-04-13 00:30:00 UTC	7.0
2025-04-13	ODIHAM	dp	1	2025-04-13 01:30:00 UTC	6.8
2025-04-13	ODIHAM	dp	2	2025-04-13 02:30:00 UTC	6.5
2025-04-13	ODIHAM	dp	3	2025-04-13 03:30:00 UTC	6.8
2025-04-13	ODIHAM	dp	4	2025-04-13 04:30:00 UTC	8.1
2025-04-13	ODIHAM	dp	5	2025-04-13 05:30:00 UTC	7.9
2025-04-13	ODIHAM	dp	6	2025-04-13 06:30:00 UTC	6.3
2025-04-13	ODIHAM	dp	7	2025-04-13 07:30:00 UTC	5.7
2025-04-13	ODIHAM	dp	8	2025-04-13 08:30:00 UTC	6.3
2025-04-13	ODIHAM	dp	9	2025-04-13 09:30:00 UTC	6.4
2025-04-13	ODIHAM	dp	10	2025-04-13 10:30:00 UTC	6.0
2025-04-13	ODIHAM	dp	11	2025-04-13 11:30:00 UTC	6.0
2025-04-13	ODIHAM	dp	12	2025-04-13 12:30:00 UTC	6.2
2025-04-13	ODIHAM	dp	13	2025-04-13 13:30:00 UTC	8.8
2025-04-13	ODIHAM	dp	14	2025-04-13 14:30:00 UTC	7.9
2025-04-13	ODIHAM	dp	15	2025-04-13 15:30:00 UTC	7.1
2025-04-13	ODIHAM	dp	16	2025-04-13 16:30:00 UTC	5.4
2025-04-13	ODIHAM	dp	17	2025-04-13 17:30:00 UTC	7.3
2025-04-13	ODIHAM	dp	18	2025-04-13 18:30:00 UTC	6.5
2025-04-13	ODIHAM	dp	19	2025-04-13 19:30:00 UTC	4.5
2025-04-13	ODIHAM	dp	20	2025-04-13 20:30:00 UTC	6.3
2025-04-13	ODIHAM	dp	21	2025-04-13 21:30:00 UTC	4.1
2025-04-13	ODIHAM	dp	22	2025-04-13 22:30:00 UTC	5.9
2025-04-13	ODIHAM	dp	23	2025-04-13 23:30:00 UTC	5.2
2025-04-14	ODIHAM	dp	0	2025-04-14 00:30:00 UTC	5.0
2025-04-14	ODIHAM	dp	1	2025-04-14 01:30:00 UTC	4.3
2025-04-14	ODIHAM	dp	2	2025-04-14 02:30:00 UTC	1.5
2025-04-14	ODIHAM	dp	3	2025-04-14 03:30:00 UTC	1.4
2025-04-14	ODIHAM	dp	4	2025-04-14 04:30:00 UTC	3.0
2025-04-14	ODIHAM	dp	5	2025-04-14 05:30:00 UTC	3.9
2025-04-14	ODIHAM	dp	6	2025-04-14 06:30:00 UTC	3.8
2025-04-14	ODIHAM	dp	7	2025-04-14 07:30:00 UTC	6.0
2025-04-14	ODIHAM	dp	8	2025-04-14 08:30:00 UTC	8.0
2025-04-14	ODIHAM	dp	9	2025-04-14 09:30:00 UTC	7.6
2025-04-14	ODIHAM	dp	10	2025-04-14 10:30:00 UTC	5.5
2025-04-14	ODIHAM	dp	11	2025-04-14 11:30:00 UTC	4.5
2025-04-14	ODIHAM	dp	12	2025-04-14 12:30:00 UTC	4.7
2025-04-14	ODIHAM	dp	13	2025-04-14 13:30:00 UTC	5.4
2025-04-14	ODIHAM	dp	14	2025-04-14 14:30:00 UTC	5.9
2025-04-14	ODIHAM	dp	15	2025-04-14 15:30:00 UTC	6.1
2025-04-14	ODIHAM	dp	16	2025-04-14 16:30:00 UTC	6.0
2025-04-14	ODIHAM	dp	17	2025-04-14 17:30:00 UTC	5.6
2025-04-14	ODIHAM	dp	18	2025-04-14 18:30:00 UTC	5.6
2025-04-14	ODIHAM	dp	19	2025-04-14 19:30:00 UTC	5.2
2025-04-14	ODIHAM	dp	20	2025-04-14 20:30:00 UTC	5.1
2025-04-14	ODIHAM	dp	21	2025-04-14 21:30:00 UTC	5.7
2025-04-14	ODIHAM	dp	22	2025-04-14 22:30:00 UTC	6.2
2025-04-14	ODIHAM	dp	23	2025-04-14 23:30:00 UTC	6.4
2025-04-15	ODIHAM	dp	0	2025-04-15 00:30:00 UTC	6.8
2025-04-15	ODIHAM	dp	1	2025-04-15 01:30:00 UTC	7.5
2025-04-15	ODIHAM	dp	2	2025-04-15 02:30:00 UTC	7.8
2025-04-15	ODIHAM	dp	3	2025-04-15 03:30:00 UTC	8.2
2025-04-15	ODIHAM	dp	4	2025-04-15 04:30:00 UTC	8.0
2025-04-15	ODIHAM	dp	5	2025-04-15 05:30:00 UTC	8.3
2025-04-15	ODIHAM	dp	6	2025-04-15 06:30:00 UTC	9.0
2025-04-15	ODIHAM	dp	7	2025-04-15 07:30:00 UTC	9.1
2025-04-15	ODIHAM	dp	8	2025-04-15 08:30:00 UTC	9.1
2025-04-15	ODIHAM	dp	9	2025-04-15 09:30:00 UTC	9.4
2025-04-15	ODIHAM	dp	10	2025-04-15 10:30:00 UTC	9.4
2025-04-15	ODIHAM	dp	11	2025-04-15 11:30:00 UTC	9.6
2025-04-15	ODIHAM	dp	12	2025-04-15 12:30:00 UTC	9.6
2025-04-15	ODIHAM	dp	13	2025-04-15 13:30:00 UTC	10.5
2025-04-15	ODIHAM	dp	14	2025-04-15 14:30:00 UTC	10.4
2025-04-15	ODIHAM	dp	15	2025-04-15 15:30:00 UTC	10.8
2025-04-15	ODIHAM	dp	16	2025-04-15 16:30:00 UTC	11.9
2025-04-15	ODIHAM	dp	17	2025-04-15 17:30:00 UTC	10.7
2025-04-15	ODIHAM	dp	18	2025-04-15 18:30:00 UTC	8.1
2025-04-15	ODIHAM	dp	19	2025-04-15 19:30:00 UTC	7.1
2025-04-15	ODIHAM	dp	20	2025-04-15 20:30:00 UTC	7.5
2025-04-15	ODIHAM	dp	21	2025-04-15 21:30:00 UTC	6.8
2025-04-15	ODIHAM	dp	22	2025-04-15 22:30:00 UTC	5.8
2025-04-15	ODIHAM	dp	23	2025-04-15 23:30:00 UTC	5.8
2025-04-16	ODIHAM	dp	0	2025-04-16 00:30:00 UTC	4.3
2025-04-16	ODIHAM	dp	1	2025-04-16 01:30:00 UTC	3.9
2025-04-16	ODIHAM	dp	2	2025-04-16 02:30:00 UTC	3.4
2025-04-16	ODIHAM	dp	3	2025-04-16 03:30:00 UTC	3.9
2025-04-16	ODIHAM	dp	4	2025-04-16 04:30:00 UTC	3.6
2025-04-16	ODIHAM	dp	5	2025-04-16 05:30:00 UTC	3.3
2025-04-16	ODIHAM	dp	6	2025-04-16 06:30:00 UTC	3.0
2025-04-16	ODIHAM	dp	7	2025-04-16 07:30:00 UTC	2.8
